leader,1143,3.43370218,46.33933866
leader,1343,3.43370257,46.33933806
leader,2043,3.43370467,46.33933729
leader,2643,3.43370540,46.33933627
leader,3243,3.43370945,46.33933376
leader,3643,3.43371270,46.33933131
leader,4243,3.43371816,46.33932675
leader,4743,3.43372418,46.33932266
leader,5143,3.43372888,46.33931820
leader,5743,3.43373604,46.33931200
leader,6243,3.43374179,46.33930620
leader,6743,3.43374767,46.33930102
leader,7243,3.43375382,46.33929554
leader,7743,3.43375924,46.33928987
leader,8143,3.43376406,46.33928523
leader,8643,3.43376939,46.33927967
leader,9143,3.43377455,46.33927446
leader,9643,3.43378029,46.33926872
leader,10143,3.43378545,46.33926333
leader,10743,3.43379173,46.33925718
leader,11143,3.43379592,46.33925345
leader,11643,3.43380133,46.33924785
leader,12143,3.43380627,46.33924235
leader,12543,3.43381101,46.33923785
leader,13143,3.43381750,46.33923178
leader,13743,3.43382341,46.33922590
leader,14143,3.43382760,46.33922166
leader,14543,3.43383175,46.33921772
leader,15143,3.43383779,46.33921182
leader,15543,3.43384166,46.33920815
leader,16043,3.43384679,46.33920333
leader,16543,3.43385118,46.33919855
leader,17043,3.43385599,46.33919444
leader,17443,3.43385593,46.33919450
leader,17843,3.43385562,46.33919439
leader,18343,3.43385568,46.33919424
leader,18843,3.43385590,46.33919424
leader,19243,3.43385509,46.33919438
leader,19843,3.43385597,46.33919409
leader,20243,3.43385541,46.33919452
leader,20743,3.43385532,46.33919417
leader,21143,3.43385612,46.33919431
leader,21743,3.43385596,46.33919460
leader,22243,3.43385531,46.33919434
leader,22643,3.43385547,46.33919413
leader,23243,3.43385579,46.33919443
leader,23643,3.43385611,46.33919438
leader,24143,3.43385589,46.33919423
leader,24643,3.43385579,46.33919474
leader,25043,3.43385549,46.33919407
leader,25443,3.43385574,46.33919453
leader,25943,3.43385589,46.33919419
leader,26443,3.43385571,46.33919459
leader,26843,3.43385567,46.33919434
leader,27343,3.43385541,46.33919466
leader,28043,3.43385587,46.33919447
leader,28943,3.43385592,46.33919418
leader,29443,3.43385569,46.33919463
leader,29943,3.43385574,46.33919470
leader,30343,3.43385612,46.33919406
leader,32043,3.43385565,46.33919442
leader,32543,3.43385555,46.33919443
leader,33043,3.43385588,46.33919467
leader,33443,3.43385576,46.33919438
leader,33943,3.43385545,46.33919454
leader,34443,3.43385529,46.33919468
leader,34843,3.43385577,46.33919454
leader,35343,3.43385561,46.33919473
leader,35943,3.43385535,46.33919428
leader,36443,3.43385552,46.33919430
leader,36843,3.43385558,46.33919411
leader,37343,3.43385548,46.33919436
leader,37943,3.43385525,46.33919445
leader,38343,3.43385613,46.33919460
leader,38843,3.43385576,46.33919439
leader,39343,3.43385598,46.33919443
leader,39743,3.43385883,46.33919112
leader,40143,3.43386242,46.33918773
leader,40743,3.43386815,46.33918259
leader,41143,3.43387112,46.33917893
leader,41543,3.43387434,46.33917551
leader,41943,3.43387703,46.33917191
leader,42443,3.43387923,46.33916983
leader,42943,3.43388103,46.33916746
leader,43443,3.43388186,46.33916491
leader,43943,3.43388307,46.33916216
leader,44443,3.43388405,46.33915939
leader,44843,3.43388452,46.33915747
leader,45243,3.43388425,46.33915536
leader,45743,3.43388364,46.33915257
leader,46243,3.43388328,46.33914991
leader,46643,3.43388212,46.33914770
leader,47143,3.43388089,46.33914512
leader,47643,3.43388085,46.33914245
leader,48143,3.43387828,46.33914030
leader,48743,3.43387596,46.33913740
leader,49243,3.43387405,46.33913500
leader,49643,3.43387272,46.33913350
leader,50143,3.43387223,46.33913321
leader,50643,3.43387230,46.33913348
leader,51143,3.43387236,46.33913300
leader,51643,3.43387200,46.33913337
leader,52143,3.43387176,46.33913311
leader,52543,3.43387225,46.33913332
leader,53043,3.43387165,46.33913360
leader,53543,3.43387294,46.33913400
leader,54043,3.43387518,46.33913610
leader,54443,3.43387761,46.33913722
leader,54943,3.43388046,46.33913886
leader,55443,3.43388404,46.33914089
leader,55843,3.43388640,46.33914192
leader,56343,3.43388993,46.33914289
leader,56843,3.43389377,46.33914407
leader,57343,3.43389604,46.33914458
leader,57743,3.43389688,46.33914442
leader,58243,3.43389628,46.33914432
leader,58743,3.43389616,46.33914424
leader,59143,3.43389591,46.33914441
leader,59643,3.43389601,46.33914454
leader,60143,3.43389284,46.33914360
leader,60643,3.43388948,46.33914348
leader,61143,3.43388518,46.33914290
leader,61743,3.43388065,46.33914289
leader,62243,3.43387685,46.33914295
leader,62743,3.43387309,46.33914359
leader,63343,3.43386821,46.33914411
leader,63943,3.43386432,46.33914510
leader,64443,3.43386032,46.33914601
leader,65043,3.43385627,46.33914751
leader,65543,3.43385328,46.33914847
leader,68743,3.43383565,46.33916099
leader,69243,3.43383236,46.33916326
leader,69743,3.43382860,46.33916736
leader,70243,3.43382436,46.33917262
leader,70643,3.43382113,46.33917713
leader,71143,3.43381692,46.33918295
leader,71743,3.43381214,46.33918959
leader,72143,3.43380884,46.33919363
leader,72643,3.43380479,46.33919888
leader,73143,3.43380086,46.33920382
leader,73643,3.43379808,46.33920838
leader,74243,3.43379345,46.33921356
leader,74743,3.43379078,46.33921729
leader,75243,3.43378765,46.33922075
leader,75743,3.43378523,46.33922388
leader,76143,3.43378314,46.33922609
leader,76743,3.43378001,46.33922954
leader,77543,3.43377614,46.33923338
leader,78243,3.43377262,46.33923731
leader,80043,3.43376191,46.33924712
leader,82043,3.43374608,46.33926105
leader,83843,3.43372738,46.33927838
leader,84443,3.43372110,46.33928438
leader,85143,3.43371363,46.33929184
leader,85843,3.43370584,46.33929969
leader,86443,3.43369973,46.33930590
leader,86943,3.43369367,46.33931109
leader,87443,3.43368794,46.33931745
leader,87943,3.43368230,46.33932282
leader,88443,3.43367634,46.33932852
leader,88943,3.43367116,46.33933428
leader,89543,3.43366416,46.33934110
leader,90143,3.43365711,46.33934803
leader,90643,3.43365174,46.33935398
leader,91243,3.43364560,46.33936078
leader,91743,3.43364009,46.33936645
leader,92243,3.43363481,46.33937209
leader,92843,3.43363240,46.33937399
leader,93243,3.43363289,46.33937418
leader,93843,3.43363309,46.33937408
leader,95143,3.43363264,46.33937406
leader,95743,3.43363312,46.33937381
leader,96243,3.43363291,46.33937412
leader,96743,3.43363314,46.33937378
